rank,title,hot_value,category,topic_flag,subject_label,word_scheme,url,crawl_time
22,因吵架妻子胎停丈夫崩溃大哭,265173,民生新闻,1,,#因吵架妻子胎停丈夫崩溃大哭#,https://s.weibo.com/weibo?q=因吵架妻子胎停丈夫崩溃大哭,2025-01-17 15:52:42
23,flandrelpl出道十周年,23751,电竞,1,,#flandrelpl出道十周年#,https://s.weibo.com/weibo?q=flandrelpl出道十周年,2025-01-17 15:52:42
24,挖出一个藏在缅甸贩运人口的犯罪集团,203864,国际时政,1,,#挖出一个藏在缅甸贩运人口的犯罪集团#,https://s.weibo.com/weibo?q=挖出一个藏在缅甸贩运人口的犯罪集团,2025-01-17 15:52:42
25,大奉打更人埋了33集的伏笔,194155,剧集,0,剧集,大奉打更人埋了33集的伏笔,https://s.weibo.com/weibo?q=大奉打更人埋了33集的伏笔,2025-01-17 15:52:42
26,白鹿说汤唯是妈妈降临,188495,作品衍生,1,盛典,#白鹿说汤唯是妈妈降临#,https://s.weibo.com/weibo?q=白鹿说汤唯是妈妈降临,2025-01-17 15:52:42
27,男孩未完成作业被批评举报父亲藏罂粟壳,186323,民生新闻,1,,#男孩未完成作业被批评举报父亲藏罂粟壳#,https://s.weibo.com/weibo?q=男孩未完成作业被批评举报父亲藏罂粟壳,2025-01-17 15:52:42
28,卢昱晓不语只是一味剧宣,175785,剧集,0,,卢昱晓不语只是一味剧宣,https://s.weibo.com/weibo?q=卢昱晓不语只是一味剧宣,2025-01-17 15:52:42
29,李现三年三部湖南卫视上星剧,165580,剧集,0,,李现三年三部湖南卫视上星剧,https://s.weibo.com/weibo?q=李现三年三部湖南卫视上星剧,2025-01-17 15:52:42
30,山东省考成绩,161952,教育,1,,#山东省考成绩#,https://s.weibo.com/weibo?q=山东省考成绩,2025-01-17 15:52:42
31,aespa球服,160406,音乐,0,音乐,aespa球服,https://s.weibo.com/weibo?q=aespa球服,2025-01-17 15:52:42
32,全力捣毁境外电诈窝点,154277,民生新闻,1,,#全力捣毁境外电诈窝点#,https://s.weibo.com/weibo?q=全力捣毁境外电诈窝点,2025-01-17 15:52:42
33,吴谨言月色雪色绝色,153598,作品衍生,1,,#吴谨言月色雪色绝色#,https://s.weibo.com/weibo?q=吴谨言月色雪色绝色,2025-01-17 15:52:42
34,赵明因身体原因辞职,139286,财经,1,,#赵明因身体原因辞职#,https://s.weibo.com/weibo?q=赵明因身体原因辞职,2025-01-17 15:52:42
35,2024年中国GDP同比增长5%,137669,国内时政,1,,#2024年中国GDP同比增长5%#,https://s.weibo.com/weibo?q=2024年中国GDP同比增长5%,2025-01-17 15:52:42
36,我国60岁以上人口首次突破3亿,136256,民生新闻,1,,#我国60岁以上人口首次突破3亿#,https://s.weibo.com/weibo?q=我国60岁以上人口首次突破3亿,2025-01-17 15:52:42
37,人体最大免疫器官竟是它,135426,健康医疗,1,,#人体最大免疫器官竟是它#,https://s.weibo.com/weibo?q=人体最大免疫器官竟是它,2025-01-17 15:52:42
38,16个外甥又来舅舅家过寒假了,135342,民生新闻,1,,#16个外甥又来舅舅家过寒假了#,https://s.weibo.com/weibo?q=16个外甥又来舅舅家过寒假了,2025-01-17 15:52:42
39,全力解救在泰缅边境失联被困中国公民,134746,国内时政,1,,#全力解救在泰缅边境失联被困中国公民#,https://s.weibo.com/weibo?q=全力解救在泰缅边境失联被困中国公民,2025-01-17 15:52:42
40,盒子灯是非遗版惊喜盲盒,122439,正能量,1,,#盒子灯是非遗版惊喜盲盒#,https://s.weibo.com/weibo?q=盒子灯是非遗版惊喜盲盒,2025-01-17 15:52:42
41,国产剧有了反丧失式中年男主,120778,剧集,0,剧集,国产剧有了反丧失式中年男主,https://s.weibo.com/weibo?q=国产剧有了反丧失式中年男主,2025-01-17 15:52:42
42,2024年出生人口回升,116543,民生新闻,1,,#2024年出生人口回升#,https://s.weibo.com/weibo?q=2024年出生人口回升,2025-01-17 15:52:42
43,TTG久哲正式连接,115522,电竞,1,,#TTG久哲正式连接#,https://s.weibo.com/weibo?q=TTG久哲正式连接,2025-01-17 15:52:42
44,王栎鑫又哭成悲伤蛙,115307,综艺,0,综艺,王栎鑫又哭成悲伤蛙,https://s.weibo.com/weibo?q=王栎鑫又哭成悲伤蛙,2025-01-17 15:52:42
45,养了40年的蜡烛居然如此壮观,108214,情感,1,,#养了40年的蜡烛居然如此壮观#,https://s.weibo.com/weibo?q=养了40年的蜡烛居然如此壮观,2025-01-17 15:52:42
46,异人之下2陈朵毒杀廖忠,105592,剧集,0,剧集,异人之下2陈朵毒杀廖忠,https://s.weibo.com/weibo?q=异人之下2陈朵毒杀廖忠,2025-01-17 15:52:42
47,国防部新春祝福,103305,正能量,0,,国防部新春祝福,https://s.weibo.com/weibo?q=国防部新春祝福,2025-01-17 15:52:42
48,小车遭重卡撞击人员毫发无伤,102869,民生新闻,1,,#小车遭重卡撞击人员毫发无伤#,https://s.weibo.com/weibo?q=小车遭重卡撞击人员毫发无伤,2025-01-17 15:52:42
49,D社曝金敏喜怀孕,98585,艺人,1,,#D社曝金敏喜怀孕#,https://s.weibo.com/weibo?q=D社曝金敏喜怀孕,2025-01-17 15:52:42
